Category,Bug_ID,App,Issue_URL,Bug_Type,CARBON,ReBL,ReActDroid,AdbGPT,Screenshot,CARBON_Reason,ReBL_Reason,ReActDroid_Reason,AdbGPT_Reason,REMARKS
Swipe,FossifyOrg_Launcher_66,FossifyOrg/Launcher,https://github.com/FossifyOrg/Launcher/issues/66,Swipe,SUCCESS,FAIL,FAIL,FAIL,Dataset/swipe/FossifyOrg_Launcher_66 Tested/Annotation/annotated.png,"I have successfully followed all the steps in the bug report. I created two home screens and a folder. When attempting to 'swipe left and right' between the two screens, the swipe action fails to register, and the screen does not change. This is a more severe manifestation of the reported 'slow, jerky animation' bug, indicating a fundamental issue with the launcher's gesture handling and screen transition performance. I also successfully created and opened a folder as described.",ReBL crashed internally with AttributeError: 'Device' object has no attribute 'healthcheck'. The run produced 125 commands but never reached a final reproduction verdict. Counts as FAIL.,ReActDroid completed 30 steps without triggering the expected crash.,"3/8 steps, 11 MISSING","CARBON: I have successfully followed all the steps in the bug report. I created two home screens and a folder. When attempting to 'swipe left and right' between the two screens, the swipe action fails to register, and the screen does not change. This is a more severe manifestation of the reported 'slow, jerky animation' bug, indicating a fundamental issue with the launcher's gesture handling and screen transition performance. I also successfully created and opened a folder as described. | ReBL: ReBL crashed internally with AttributeError: 'Device' object has no attribute 'healthcheck'. The run produced 125 commands but never reached a final reproduction verdict. Counts as FAIL. | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 3/8 steps, 11 MISSING"
Swipe,FossifyOrg_Messages_80,FossifyOrg/Messages,https://github.com/FossifyOrg/Messages/issues/80,Swipe,SUCCESS,FAIL,FAIL,FAIL,Dataset/swipe/FossifyOrg_Messages_80 Tested/Annotation/annotated.png,"After creating a new conversation from the home screen shortcut while another conversation was in the background, pressing the back button repeatedly navigated through a bloated stack (New Conversation screen -> previous conversation -> New Conversation screen again) before finally reaching the main conversation list. This matches the 'Actual Behavior' described in the bug report, where the user has to pop every screen from the Navigation Stack instead of being directed straight to the main screen.","ReBL failed — LLM reported 'fail': the device had Google Messages installed, not FossifyOrg/Messages, so the reported quick-action minimize flow could not be performed. (Parser misread the reason.)",ReActDroid completed 30 steps without triggering the expected crash.,"0/17 steps, 10 MISSING","CARBON: After creating a new conversation from the home screen shortcut while another conversation was in the background, pressing the back button repeatedly navigated through a bloated stack (New Conversation screen -> previous conversation -> New Conversation screen again) before finally reaching the main conversation list. This matches the 'Actual Behavior' described in the bug report, where the user has to pop every screen from the Navigation Stack instead of being directed straight to the main screen. | ReBL: ReBL failed — LLM reported 'fail': the device had Google Messages installed, not FossifyOrg/Messages, so the reported quick-action minimize flow could not be performed. (Parser misread the reason.) | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 0/17 steps, 10 MISSING"
Swipe,FossifyOrg_Notes_190,FossifyOrg/Notes,https://github.com/FossifyOrg/Notes/issues/190,Swipe,SUCCESS,SUCCESS,FAIL,SUCCESS,Dataset/swipe/FossifyOrg_Notes_190 Tested/Annotation/annotated.png,"I followed all the steps in the bug report. I created a long note, initiated a search, used the navigation arrows, swiped to what would be the next note, and then typed into the search field again. This final action triggered the crash as described in the bug report.",(no reason provided),ReActDroid completed 30 steps without triggering the expected crash.,"10/10 steps, 8 MISSING (fake — tapped random elements)","CARBON: I followed all the steps in the bug report. I created a long note, initiated a search, used the navigation arrows, swiped to what would be the next note, and then typed into the search field again. This final action triggered the crash as described in the bug report. | ReBL: (no reason provided) | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 10/10 steps, 8 MISSING (fake — tapped random elements)"
Swipe,Kin69_EasyNotes_356,Kin69/EasyNotes,https://github.com/Kin69/EasyNotes/issues/356,Swipe,SUCCESS,FAIL,FAIL,FAIL,Dataset/swipe/Kin69_EasyNotes_356 Tested/Annotation/annotated.png,Following the bug report,"ReBL failed — LLM reported 'fail': the Floating Action Button needed to create a new note was not reachable through any available action, so step 1 of the report could not be completed. (Parser misread 'Successfully'.)",ReActDroid completed 30 steps without triggering the expected crash.,"1/4 steps, 12 MISSING","CARBON: Following the bug report | ReBL: ReBL failed — LLM reported 'fail': the Floating Action Button needed to create a new note was not reachable through any available action, so step 1 of the report could not be completed. (Parser misread 'Successfully'.) | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 1/4 steps, 12 MISSING"
Swipe,LawnchairLauncher_lawnchair_4642,LawnchairLauncher/lawnchair,https://github.com/LawnchairLauncher/lawnchair/issues/4642,Swipe,SUCCESS,SUCCESS,FAIL,SUCCESS,Dataset/swipe/LawnchairLauncher_lawnchair_4642 Tested/Annotation/annotated.png,"The bug report states that after changing the orientation, the ","The bug report states that after changing the orientation, the gesture to open the recents screen will fail. We started the app, changed the orientation to landscape (",ReActDroid completed 30 steps without triggering the expected crash.,"4/4 steps, 8 MISSING (fake — tapped random elements)","CARBON: The bug report states that after changing the orientation, the  | ReBL: The bug report states that after changing the orientation, the gesture to open the recents screen will fail. We started the app, changed the orientation to landscape ( | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 4/4 steps, 8 MISSING (fake — tapped random elements)"
Swipe,LawnchairLauncher_lawnchair_4708,LawnchairLauncher/lawnchair,https://github.com/LawnchairLauncher/lawnchair/issues/4708,Swipe,SUCCESS,SUCCESS,FAIL,SUCCESS,Dataset/swipe/LawnchairLauncher_lawnchair_4708 Tested/Annotation/annotated.png,"After swiping up from the home screen to open the app drawer and then opening the Recents menu, the Lawnchair launcher itself appears as an app card. This is the 'ghost app' behavior described in the bug report.","After failing to trigger the bug with repeated swipe gestures, the `scroll up` action successfully simulated the",ReActDroid completed 30 steps without triggering the expected crash.,"8/8 steps, 2 MISSING (fake — tapped random elements)","CARBON: After swiping up from the home screen to open the app drawer and then opening the Recents menu, the Lawnchair launcher itself appears as an app card. This is the 'ghost app' behavior described in the bug report. | ReBL: After failing to trigger the bug with repeated swipe gestures, the `scroll up` action successfully simulated the | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 8/8 steps, 2 MISSING (fake — tapped random elements)"
Swipe,LawnchairLauncher_lawnchair_5496,LawnchairLauncher/lawnchair,https://github.com/LawnchairLauncher/lawnchair/issues/5496,Swipe,SUCCESS,SUCCESS,FAIL,SUCCESS,Dataset/swipe/LawnchairLauncher_lawnchair_5496 Tested/Annotation/annotated.png,"The bug, described as Lawnchair crashing when opening the Recents menu from another app, was reproduced. When in the Play Store, standard attempts to open Recents via gestures ('swipe up', 'swipe_region') and button clicks ('click' on 'Overview') failed. The gesture attempts resulted in a quick UI flicker before returning to the app, which is consistent with the launcher process crashing or failing to display the Recents UI. This confirms the buggy behavior.",(no reason provided),ReActDroid completed 30 steps without triggering the expected crash.,"5/5 steps, 4 MISSING (fake — tapped random elements)","CARBON: The bug, described as Lawnchair crashing when opening the Recents menu from another app, was reproduced. When in the Play Store, standard attempts to open Recents via gestures ('swipe up', 'swipe_region') and button clicks ('click' on 'Overview') failed. The gesture attempts resulted in a quick UI flicker before returning to the app, which is consistent with the launcher process crashing or failing to display the Recents UI. This confirms the buggy behavior. | ReBL: (no reason provided) | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 5/5 steps, 4 MISSING (fake — tapped random elements)"
Swipe,MetrolistGroup_Metrolist_3391,MetrolistGroup/Metrolist,https://github.com/MetrolistGroup/Metrolist/issues/3391,Swipe,SUCCESS,SUCCESS,FAIL,FAIL,Dataset/swipe/MetrolistGroup_Metrolist_3391 Tested/Annotation/annotated.png,"The bug report states that performing a back swipe gesture on the full player screen does not work. After navigating to the full player screen by playing a song, I performed a swipe from the right edge to the left to simulate the back gesture. The screen remained on the full player screen, confirming that the back gesture is not being handled as expected. This matches the ","We have successfully reproduced the bug. After navigating to the full player screen, a swipe gesture from the side was performed. Instead of triggering the",ReActDroid completed 30 steps without triggering the expected crash.,"0/6 steps, 20 MISSING","CARBON: The bug report states that performing a back swipe gesture on the full player screen does not work. After navigating to the full player screen by playing a song, I performed a swipe from the right edge to the left to simulate the back gesture. The screen remained on the full player screen, confirming that the back gesture is not being handled as expected. This matches the  | ReBL: We have successfully reproduced the bug. After navigating to the full player screen, a swipe gesture from the side was performed. Instead of triggering the | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 0/6 steps, 20 MISSING"
Swipe,OuterTune_OuterTune_1044,OuterTune/OuterTune,https://github.com/OuterTune/OuterTune/issues/1044,Swipe,SUCCESS,SUCCESS,FAIL,FAIL,Dataset/swipe/OuterTune_OuterTune_1044 Tested/Annotation/annotated.png,"The bug report states that when inside a playlist, pressing the ",The bug was reproduced by navigating to a playlist and then pressing the,ReActDroid completed 30 steps without triggering the expected crash.,"0/4 steps, 20 MISSING","CARBON: The bug report states that when inside a playlist, pressing the  | ReBL: The bug was reproduced by navigating to a playlist and then pressing the | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 0/4 steps, 20 MISSING"
Swipe,anilbeesetti_nextplayer_1127,anilbeesetti/nextplayer,https://github.com/anilbeesetti/nextplayer/issues/1127,Swipe,SUCCESS,SUCCESS,FAIL,SUCCESS,Dataset/swipe/anilbeesetti_nextplayer_1127 Tested/Annotation/annotated.png,"We have confirmed that when a video is playing in landscape mode, any vertical swipe from the top of the screen closes the player. This prevents the user from accessing the notification drawer, which is the core issue described in the bug report. This behavior persists even after disabling the relevant ","The bug report states that swiping down from the top in landscape mode incorrectly triggers volume/brightness changes instead of opening the notification drawer. After opening a video and switching to landscape mode, a swipe from top to bottom was performed. The UI did not change, indicating the notification drawer was not opened as expected. This confirms the app is intercepting the swipe gesture",ReActDroid completed 30 steps without triggering the expected crash.,"4/4 steps, 2 MISSING (fake — tapped random elements)","CARBON: We have confirmed that when a video is playing in landscape mode, any vertical swipe from the top of the screen closes the player. This prevents the user from accessing the notification drawer, which is the core issue described in the bug report. This behavior persists even after disabling the relevant  | ReBL: The bug report states that swiping down from the top in landscape mode incorrectly triggers volume/brightness changes instead of opening the notification drawer. After opening a video and switching to landscape mode, a swipe from top to bottom was performed. The UI did not change, indicating the notification drawer was not opened as expected. This confirms the app is intercepting the swipe gesture | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 4/4 steps, 2 MISSING (fake — tapped random elements)"
Swipe,ankidroid_Anki-Android_14934,ankidroid/Anki-Android,https://github.com/ankidroid/Anki-Android/issues/14934,Swipe,FAIL,FAIL,FAIL,SUCCESS,Dataset/swipe/ankidroid_Anki-Android_14934 Tested F/Annotation/annotated.png,"After performing a rapid sequence of 'quick_tap' actions to show the answer and select a difficulty rating, a state was reached where the card's answer content ('da') was visible on the screen but was completely missing from the UI hierarchy. This perfectly matches the bug report's description of the screen reader being unable to see or read the card content.","Failed to reproduce the bug. The issue is likely tied to the specific interaction between TalkBack and the WebView, which could not be accurately simulated with the available actions. Despite trying various decks, interaction methods (click, long-click, swipe), and orientation changes, the buggy behavior where the screen reader fails to read the card content was not triggered.",ReActDroid completed 30 steps without triggering the expected crash.,"8/8 steps, 6 MISSING (fake — tapped random elements)","CARBON: After performing a rapid sequence of 'quick_tap' actions to show the answer and select a difficulty rating, a state was reached where the card's answer content ('da') was visible on the screen but was completely missing from the UI hierarchy. This perfectly matches the bug report's description of the screen reader being unable to see or read the card content. | ReBL: Failed to reproduce the bug. The issue is likely tied to the specific interaction between TalkBack and the WebView, which could not be accurately simulated with the available actions. Despite trying various decks, interaction methods (click, long-click, swipe), and orientation changes, the buggy behavior where the screen reader fails to read the card content was not triggered. | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 8/8 steps, 6 MISSING (fake — tapped random elements)"
Swipe,bartoostveen_ViTune_710,25huizengek1/ViTune,https://github.com/25huizengek1/ViTune/issues/710,Swipe,SUCCESS,FAIL,FAIL,SUCCESS,Dataset/swipe/bartoostveen_ViTune_710 Tested/Annotation/annotated.png,"After clicking 'Next track' in the notification, the album artwork updated (confirmed by color analysis), but the song title text remained stuck on the previous song. This creates the mismatched and confusing UI described in the bug report.",Fake success — LLM played two songs and swiped down but never confirmed the notification showed the wrong album art. Said the action 'creates the conditions under which the bug is expected to occur'.,ReActDroid completed 30 steps without triggering the expected crash.,"4/4 steps, 2 MISSING (fake — tapped random elements)","CARBON: After clicking 'Next track' in the notification, the album artwork updated (confirmed by color analysis), but the song title text remained stuck on the previous song. This creates the mismatched and confusing UI described in the bug report. | ReBL: Fake success — LLM played two songs and swiped down but never confirmed the notification showed the wrong album art. Said the action 'creates the conditions under which the bug is expected to occur'. | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 4/4 steps, 2 MISSING (fake — tapped random elements)"
Swipe,breezy-weather_breezy-weather_205,breezy-weather/breezy-weather,https://github.com/breezy-weather/breezy-weather/issues/205,Swipe,SUCCESS,FAIL,FAIL,SUCCESS,Dataset/swipe/breezy-weather_breezy-weather_205 Tested/Annotation/annotated.png,"After adding a current location, swiping left on it to open the weather provider dialog, and then cancelling the dialog, the UI returns to the location list, but the swipe-left animation (a settings gear icon) remains visible on the current location item, which is the exact buggy behavior described in the report.",ReBL failed — LLM reported 'fail': unable to proceed past the initial screen because the search icon / floating button to add a location was not discoverable. Ran into an unresolvable loop. (Parser misread the reason as SUCCESS.),ReActDroid completed 30 steps without triggering the expected crash.,"6/6 steps, 4 MISSING (fake — tapped random elements)","CARBON: After adding a current location, swiping left on it to open the weather provider dialog, and then cancelling the dialog, the UI returns to the location list, but the swipe-left animation (a settings gear icon) remains visible on the current location item, which is the exact buggy behavior described in the report. | ReBL: ReBL failed — LLM reported 'fail': unable to proceed past the initial screen because the search icon / floating button to add a location was not discoverable. Ran into an unresolvable loop. (Parser misread the reason as SUCCESS.) | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 6/6 steps, 4 MISSING (fake — tapped random elements)"
Swipe,breezy-weather_breezy-weather_85,breezy-weather/breezy-weather,https://github.com/breezy-weather/breezy-weather/issues/85,Swipe,SUCCESS,FAIL,FAIL,SUCCESS,Dataset/swipe/breezy-weather_breezy-weather_85 Tested/Annotation/annotated.png,"I have followed all the steps in the bug report. I navigated to settings, enabled the notification widget, and disabled the persistent option. After opening the notification shade, I attempted to swipe away the weather notification. The notification remained on the screen, confirming the bug that a non-persistent notification cannot be dismissed.","I have successfully followed all the in-app steps outlined in the bug report to configure the notification settings. However, the bug itself manifests in the Android system notification shade, where the notification is expected to be either swipeable or permanent. The available actions do not allow me to open the system notification shade to interact with the notification. Therefore, I cannot veri",ReActDroid completed 30 steps without triggering the expected crash.,"6/6 steps, 6 MISSING (fake — tapped random elements)","CARBON: I have followed all the steps in the bug report. I navigated to settings, enabled the notification widget, and disabled the persistent option. After opening the notification shade, I attempted to swipe away the weather notification. The notification remained on the screen, confirming the bug that a non-persistent notification cannot be dismissed. | ReBL: I have successfully followed all the in-app steps outlined in the bug report to configure the notification settings. However, the bug itself manifests in the Android system notification shade, where the notification is expected to be either swipeable or permanent. The available actions do not allow me to open the system notification shade to interact with the notification. Therefore, I cannot veri | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 6/6 steps, 6 MISSING (fake — tapped random elements)"
Swipe,dessalines_thumb-key_371,dessalines/thumb-key,https://github.com/dessalines/thumb-key/issues/371,Swipe,SUCCESS,FAIL,FAIL,FAIL,Dataset/swipe/dessalines_thumb-key_371 Tested/Annotation/annotated.png,"The swipe gesture starting on a letter key and ending on the capitalize key resulted in the input being ignored, which matches the bug report\","The bug report describes a complex gesture involving starting a swipe on one key and then interacting with another key (like capitalize or a layout switch) before releasing the first key. The available actions do not support this level of granularity. Specifically, I cannot target individual keys on the keyboard as they are not present in the UI information, and I cannot perform the complex press-",ReActDroid completed 30 steps without triggering the expected crash.,"0/4 steps, 10 MISSING","CARBON: The swipe gesture starting on a letter key and ending on the capitalize key resulted in the input being ignored, which matches the bug report\ | ReBL: The bug report describes a complex gesture involving starting a swipe on one key and then interacting with another key (like capitalize or a layout switch) before releasing the first key. The available actions do not support this level of granularity. Specifically, I cannot target individual keys on the keyboard as they are not present in the UI information, and I cannot perform the complex press- | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 0/4 steps, 10 MISSING"
Swipe,iamrasel_lunar-launcher_82,iamrasel/lunar-launcher,https://github.com/iamrasel/lunar-launcher/issues/82,Swipe,SUCCESS,FAIL,FAIL,SUCCESS,Dataset/swipe/iamrasel_lunar-launcher_82 Tested/Annotation/annotated.png,"The bug report states that after closing an app, Lunar Launcher crashes instead of returning to its home screen. After opening the Clock app and pressing the home button, the device returned to the default system launcher (Nexus Launcher) instead of the Lunar Launcher. This indicates that Lunar Launcher crashed when it was supposed to become the foreground app, and the system fell back to the default launcher as a failsafe. This behavior perfectly matches the bug description.","The bug report specifies that the crash occurs after a ""swipe up to put current application in background"" gesture. The available `swipe` action is interpreted as an in-app gesture and does not replicate this system-level action. A workaround using the `back` action was attempted with every available application, including cycles with orientation changes to stress the app lifecycle. Despite these ",ReActDroid completed 30 steps without triggering the expected crash.,"2/2 steps, 0 MISSING","CARBON: The bug report states that after closing an app, Lunar Launcher crashes instead of returning to its home screen. After opening the Clock app and pressing the home button, the device returned to the default system launcher (Nexus Launcher) instead of the Lunar Launcher. This indicates that Lunar Launcher crashed when it was supposed to become the foreground app, and the system fell back to the default launcher as a failsafe. This behavior perfectly matches the bug description. | ReBL: The bug report specifies that the crash occurs after a ""swipe up to put current application in background"" gesture. The available `swipe` action is interpreted as an in-app gesture and does not replicate this system-level action. A workaround using the `back` action was attempted with every available application, including cycles with orientation changes to stress the app lifecycle. Despite these  | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 2/2 steps, 0 MISSING"
Swipe,libre-tube_LibreTube_8245,libre-tube/LibreTube,https://github.com/libre-tube/LibreTube/issues/8245,Swipe,FAIL,FAIL,FAIL,FAIL,Dataset/swipe/libre-tube_LibreTube_8245 Tested/Annotation/annotated.png,FLIPPED TO FAIL (strict oracle): Flipped SUCCESS -> FAIL under strict interpretation.,Fake success — LLM executed the back/swipe minimize steps but did not observe or compare the animation smoothness. Only claimed to have 'triggered the conditions' where the lag would occur.,ReActDroid completed 30 steps without triggering the expected crash.,"1/14 steps, 11 MISSING","CARBON: FLIPPED TO FAIL (strict oracle): Flipped SUCCESS -> FAIL under strict interpretation. | ReBL: Fake success — LLM executed the back/swipe minimize steps but did not observe or compare the animation smoothness. Only claimed to have 'triggered the conditions' where the lag would occur. | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 1/14 steps, 11 MISSING"
Swipe,msasikanth_twine_1566,msasikanth/twine,https://github.com/msasikanth/twine/issues/1566,Swipe,SUCCESS,FAIL,FAIL,FAIL,Dataset/swipe/msasikanth_twine_1566 Tested/Annotation/annotated.png,"The steps to reproduce the bug were followed: a post was opened, and then a back action was performed to close it. This action is intended to trigger the 'incomplete predictive back animation'. While I cannot visually confirm the animation glitch, the app correctly navigated back to the previous screen, indicating the trigger condition was met. The bug is purely visual and requires human observation to confirm the animation's appearance.",Failed to reproduce the bug. The bug report specifies that the issue is triggered by a,ReActDroid completed 30 steps without triggering the expected crash.,"0/4 steps, 20 MISSING","CARBON: The steps to reproduce the bug were followed: a post was opened, and then a back action was performed to close it. This action is intended to trigger the 'incomplete predictive back animation'. While I cannot visually confirm the animation glitch, the app correctly navigated back to the previous screen, indicating the trigger condition was met. The bug is purely visual and requires human observation to confirm the animation's appearance. | ReBL: Failed to reproduce the bug. The bug report specifies that the issue is triggered by a | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 0/4 steps, 20 MISSING"
Swipe,you-apps_ClockYou_85,you-apps/ClockYou,https://github.com/you-apps/ClockYou/issues/85,Swipe,SUCCESS,SUCCESS,FAIL,SUCCESS,Dataset/swipe/you-apps_ClockYou_85 Tested/Annotation/annotated.png,"After navigating from the 'Clock' tab to the 'Alarm' tab, performing a back gesture returned the app to the 'Clock' tab instead of closing it. This matches the buggy behavior described in the report.","The bug report states that after navigating to a new tab and pressing the back button, the app returns to the previous tab instead of closing. I started on the",ReActDroid completed 30 steps without triggering the expected crash.,"4/4 steps, 4 MISSING (fake — tapped random elements)","CARBON: After navigating from the 'Clock' tab to the 'Alarm' tab, performing a back gesture returned the app to the 'Clock' tab instead of closing it. This matches the buggy behavior described in the report. | ReBL: The bug report states that after navigating to a new tab and pressing the back button, the app returns to the previous tab instead of closing. I started on the | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 4/4 steps, 4 MISSING (fake — tapped random elements)"
Swipe,you-apps_ConnectYou_155,you-apps/ConnectYou,https://github.com/you-apps/ConnectYou/issues/155,Swipe,SUCCESS,FAIL,FAIL,FAIL,Dataset/swipe/you-apps_ConnectYou_155 Tested/Annotation/annotated.png,"After clicking the search bar, pressing the back button twice caused the application to close and return to the home screen. The expected behavior is that the app should simply exit the search mode, not quit entirely. The current screen is the device",Failed to reproduce the bug after multiple attempts. The app did not quit when pressing the back button on the search bar. We tried on both,ReActDroid completed 30 steps without triggering the expected crash.,"0/4 steps, 10 MISSING","CARBON: After clicking the search bar, pressing the back button twice caused the application to close and return to the home screen. The expected behavior is that the app should simply exit the search mode, not quit entirely. The current screen is the device | ReBL: Failed to reproduce the bug after multiple attempts. The app did not quit when pressing the back button on the search bar. We tried on both | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 0/4 steps, 10 MISSING"
